Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,15554444788060,body_html,en,,,"<p>Ghosts Can’t Draw är ett roligt och spöklikt partyspel där du gissar vad ett ""spöke"" försöker rita – utan att det själv ser vad det gör!</p>
<p>I detta tokiga sällskapsspel turas spelarna om att styra spöket med slutna ögon, medan andra försöker lista ut vad som ritas. En kombination av dolda roller, gissningar och förvirrat klotter gör varje runda full av skratt. Spelet är lätt att plocka upp, perfekt för familjekvällar eller fester – och blev nominerat till Best Party Game på 2024 års Origins Awards!</p>
<ul>
<li>För 2–6 spelare, från 8 år</li>
<li>Speltid: 15–20 minuter</li>
<li>Spökligt tema med humoristisk twist</li>
<li>Innehåller dolda roller och rituppdrag</li>
<li>Nominering: 2024 Origins Awards – Best Party Game</li>
</ul>","<p>Ghosts Can’t Draw is a spooky and hilarious party game where one player doodles blind while the others try to guess what's being drawn!</p>
<p>In this light-hearted deduction game, players take turns being the ghost – drawing without seeing – while others decipher the mysterious sketch. Packed with laughs, hidden roles, and chaotic creativity, it’s ideal for game nights or casual get-togethers. Nominated for Best Party Game at the 2024 Origins Awards!</p>
<ul>
<li>For 2–6 players, ages 8+</li>
<li>Playtime: 15–20 minutes</li>
<li>Light deduction with hidden roles</li>
<li>Spooky, funny, and family-friendly</li>
<li>2024 Origins Awards nominee – Best Party Game</li>
</ul>"
PRODUCT,15554444788060,meta_title,en,,,Ghosts Can´t Draw,Ghosts Can´t Draw
PRODUCT,15554444788060,meta_description,en,,,Rita som ett spöke i Ghosts Can’t Draw – det festliga partyspelet som nominerats till 2024 Origins Awards! Skratt och gissningar i varje runda.,Guess ghostly doodles in this hilarious party game! Ghosts Can’t Draw was nominated for Best Party Game at the 2024 Origins Awards.
PRODUCT,15554444820828,title,en,,,Dragon Shield Standard size Perfect fit - Inner Sleeves - Thick Inner Clear (100 Sleeves),Dragon Shield Standard size Perfect fit - Inner Sleeves - Thick Inner Clear (100 Sleeves)
PRODUCT,15554444820828,body_html,en,,,"<p>Skydda dina kort med högklassig precision med Dragon Shield Standard Size Perfect Fit – Thick Inner Clear. Dessa inner sleeves är skapade för att sitta tätt och exakt runt standardstorlekens kort, vilket gör dem perfekta som första lager i ett dubbel-sleeve-upplägg. Med en tjockare plast ger de ett extra skydd mot slitage utan att påverka kortens hanterbarhet.</p>
<p>Varje förpackning innehåller 100 transparenta sleeves, tillverkade med Dragon Shields välkända kvalitet – tåliga, klara och designade för långvarigt skydd. Perfekta för både tävlingsspelare och samlare som vill hålla sina kort i toppskick, oavsett om det gäller Pokémon, Magic: The Gathering eller andra TCG.</p>","<p>Protect your cards with unmatched precision using Dragon Shield Standard Size Perfect Fit – Thick Inner Clear sleeves. These inner sleeves are designed to form a snug layer around your standard-sized trading cards, making them ideal for double-sleeving setups. The thicker plastic adds an extra layer of defense against wear and tear while maintaining playability.</p>
<p>Each pack contains 100 clear sleeves crafted with Dragon Shield’s premium durability and clarity. Whether you’re a competitive player or a dedicated collector, these sleeves offer the optimal first layer of protection for your favorite cards – from Magic: The Gathering to Pokémon and beyond.</p>"
PRODUCT,15554444820828,meta_title,en,,,Dragon Shield Standard size Perfect fit - Inner Sleeves - Thick Inner Clear (100 Sleeves),Dragon Shield Standard size Perfect fit - Inner Sleeves - Thick Inner Clear (100 Sleeves)
PRODUCT,15554444820828,meta_description,en,,,Dragon Shield Perfect Fit Thick Inner Clear – 100 inner sleeves i tålig kvalitet för perfekt skydd av samlarkort.,Dragon Shield Perfect Fit Thick Inner Clear – 100 premium inner sleeves for top-tier card protection.
PRODUCT,15554444820828,metafield.custom.description_short,en,,,"Tjocka, transparenta innerfickor i standardstorlek (100 st) med perfekt passform — idealiskt skydd för dina kort i dubbel sleeve-upplägg.",100 thick inner sleeves in standard size – perfect fit and extra protection for double-sleeved card setups.
PRODUCT,15554444886364,title,en,,,Dragon Shield Standard size Perfect fit - Inner Sleeves - Thick Inner Black (100 Sleeves),Dragon Shield Standard size Perfect fit - Inner Sleeves - Thick Inner Black (100 Sleeves)
PRODUCT,15554444886364,body_html,en,,,"<p>Ge dina kort en elegant och diskret inramning med Dragon Shield Standard Size Perfect Fit – Thick Inner Black. Dessa inner sleeves är designade för att passa exakt kring standardkort, och med sin svarta färg ger de en stilren och skyddande sköld. Med en robust konstruktion erbjuder de extra slitstyrka, samtidigt som de passar perfekt som första lager i ett dubbel-sleeve-upplägg.</p>
<p>Varje paket innehåller 100 stycken svarta inner sleeves med Dragon Shields höga tillverkningsstandard. De är idealiska för dig som vill kombinera funktion med estetik och ge dina kort ett professionellt och väl bevarat uttryck.</p>","<p>Give your cards a sleek and protective upgrade with the Dragon Shield Standard Size Perfect Fit – Thick Inner Black sleeves. These inner sleeves are designed to snugly wrap your standard-size cards, and their black color adds a sophisticated and protective layer. With a durable construction, they offer enhanced resistance to wear, making them ideal as the first layer in a double-sleeve setup.</p>
<p>Each pack contains 100 black inner sleeves crafted to Dragon Shield’s premium quality. They’re perfect for collectors and players who want to combine functionality with elegance, keeping their cards looking sharp and well-protected.</p>"
PRODUCT,15554444886364,meta_title,en,,,Dragon Shield Standard size Perfect fit - Inner Sleeves - Thick Inner Black (100 Sleeves),Dragon Shield Standard size Perfect fit - Inner Sleeves - Thick Inner Black (100 Sleeves)
PRODUCT,15554444886364,meta_description,en,,,Dragon Shield Perfect Fit Thick Inner Black – 100 svarta inner sleeves att skydda dina kort med stil.,Dragon Shield Perfect Fit Thick Inner Black – 100 black inner sleeves for stylish and reliable card protection.
PRODUCT,15554444886364,metafield.custom.description_short,en,,,"100 stycken tjocka, svarta inner sleeves i standardstorlek – perfekt passform och extra skydd i ett elegant utförande.","100 thick, black inner sleeves in standard size – perfect fit plus added protection in a sleek look."
PRODUCT,15554444951900,title,en,,,Dead Air Seasons RPG,Dead Air Seasons RPG
PRODUCT,15554444951900,body_html,en,,,"<p>Dead Air: Seasons är ett postapokalyptiskt rollspel där människan kämpar för överlevnad i en värld som naturen tagit tillbaka – men som inte längre är till för oss.</p>
<p>I efterdyningarna av en katastrofal pandemi har civilisationen fallit, och spillrorna av mänskligheten försöker hitta sin plats i ett främmande och föränderligt landskap. Med groteska varelser, hotande mutationer och ett ekosystem i blom står du inför val som påverkar både din karaktär och den värld ni försöker bygga. Spelet fokuserar på gemenskaper, överlevnad och förändring genom årstidernas gång – och blev nominerat till Best Setting på ENNIE Awards 2024.</p>
<ul>
<li>Komplett regelbok i färg, 216 sidor (inbunden)</li>
<li>Nominerat till Best Setting – ENNIE Awards 2024</li>
<li>Innovativt krissystem och säsongsbaserat berättande</li>
<li>För dig som gillar The Last of Us, Annihilation &amp; Station 11</li>
<li>Skapa och utveckla både karaktärer och samhällen</li>
</ul>","<p>Dead Air: Seasons is a post-apocalyptic tabletop RPG where humanity fights to survive in a world reclaimed—and reshaped—by nature itself.</p>
<p>After the Days of the Blight, civilization has crumbled. Survivors live on the edges of a lush, transformed Earth, threatened by strange creatures, human dangers, and the ever-present risk of becoming part of the Blight. This beautifully written core rulebook introduces an innovative Crisis system, seasonal world evolution, and deep narrative mechanics centered around communities and survival. Nominated for Best Setting at the ENNIEs Tabletop RPG Awards 2024.</p>
<ul>
<li>Full-color hardcover, 216 pages (16.8 x 24 cm)</li>
<li>ENNIEs 2024 nominee – Best Setting</li>
<li>Crisis system tracks seasonal change and world impact</li>
<li>Focus on storytelling, community, and adaptation</li>
<li>Perfect for fans of Station 11, The Road, and The Last of Us</li>
</ul>"
PRODUCT,15554444951900,meta_title,en,,,Dead Air Seasons RPG,Dead Air Seasons RPG
PRODUCT,15554444951900,meta_description,en,,,Utforska en grön men farlig värld i Dead Air: Seasons – nominerat till ENNIEs 2024 för Bästa Spelvärld. Rollspel i en postapokalyptisk framtid.,"Survive the Blight in Dead Air: Seasons RPG – a rich, award-nominated setting of post-apocalyptic wilderness and reborn Earth."
PRODUCT,15554445017436,title,en,,,Even Deeper Regrets,Even Deeper Regrets
PRODUCT,15554445017436,body_html,en,,,"<p>Even Deeper Regrets är en storslagen expansion till det älskade spelet Deep Regrets – med ännu fler fiskar att fånga, platser att utforska och nya saker att upptäcka!</p>
<p>Utforska okända vatten, hitta sällsynta arter och ta del av nya spelmekaniker som förändrar hur du spelar. Med massor av nya föremål, uppgraderingar och till och med husdjur, tar den här expansionen ditt fiskeäventyr till helt nya djup. Passar perfekt för dig som vill ha ännu mer innehåll och variation i Deep Regrets.</p>
<ul>
<li>Expansion till Deep Regrets (grundspel krävs)</li>
<li>Nya fiskar, områden och utrustning</li>
<li>Introducerar husdjur som följer dig på äventyret</li>
<li>Fler spelmekaniker och samlarföremål</li>
<li>Perfekt för fans som vill ha mer att upptäcka</li>
</ul>","<p>Even Deeper Regrets is a massive expansion to the beloved Deep Regrets, adding new fish to catch, new areas to explore, and exciting mechanics like pets!</p>
<p>Dive into fresh waters teeming with surprises, rare species, and plenty of new gear. With expanded content and playful new systems, this add-on brings even more depth to your fishing adventures. A must-have for fans ready to cast a longer line into the unknown.</p>
<ul>
<li>Expansion for Deep Regrets (base game required)</li>
<li>Explore new fishing zones and catch new species</li>
<li>Includes new gear, upgrades, and collectible items</li>
<li>Adds pets to accompany you on your journey</li>
<li>Great for players wanting more variety and content</li>
</ul>"
PRODUCT,15554445017436,meta_title,en,,,Even Deeper Regrets,Even Deeper Regrets
PRODUCT,15554445017436,meta_description,en,,,"Even Deeper Regrets utökar Deep Regrets med nya fiskar, områden och husdjur! En djupare spelupplevelse för dig som vill ha ännu mer att utforska.","Expand your fishing adventures with Even Deeper Regrets! New fish, areas, gear—and pets! A big upgrade for fans of Deep Regrets."
PRODUCT,15554445082972,title,en,,,The Sims,The Sims
PRODUCT,15554445082972,body_html,en,,,"<p>The Sims Board Game tar det klassiska livssimuleringsspelet till spelbordet – fullt av val, kaos och ikoniska karaktärer!</p>
<p>Spela upp till fem personer och skapa din egen berättelse medan du samlar SIMboler, besöker välkända platser och interagerar med älskade Sims från spelseriens historia. Satsa på en karriär, följ dina drömmar – eller spring ifrån Döden själv! Med oändliga möjligheter och en dos galenskap blir varje parti en unik upplevelse.</p>
<ul>
<li>För 2–5 spelare, från 12 år</li>
<li>Skapa din egen livshistoria – precis som i spelet</li>
<li>Utforska klassiska miljöer och träffa välkända Sims</li>
<li>Samla SIMboler och fullfölj dina livsmål</li>
<li>Fullt av nostalgi, strategi och oväntade vändningar</li>
</ul>","<p>The Sims Board Game brings the beloved life-sim franchise to the tabletop — full of big choices, familiar faces, and unexpected twists!</p>
<p>With up to five players, craft your own story as you collect SIMbols, visit iconic locations, and meet Sims from past generations. Chase careers, fulfill life goals, or stir up chaos — even Grim might show up! With limitless options, each game session is a brand-new life to live.</p>
<ul>
<li>For 2–5 players, ages 12+</li>
<li>Build your story with familiar Sims and life aspirations</li>
<li>Visit iconic venues and collect matching SIMbols</li>
<li>Chaos, choices, and career paths await</li>
<li>Perfect for fans of The Sims looking for a new way to play</li>
</ul>"
PRODUCT,15554445082972,meta_title,en,,,The Sims,The Sims
PRODUCT,15554445082972,meta_description,en,,,"The Sims Board Game tar serien till bordet! Spela med klassiska Sims, jaga drömmar och skapa kaos i detta charmiga familjespel för 2–5 spelare.","Live a new life in The Sims Board Game! Collect SIMbols, meet iconic Sims, and craft your story in this tabletop twist on the classic game."
PRODUCT,15554445148508,title,en,,,Origin Story,Origin Story
PRODUCT,15554445148508,body_html,en,,,"<p>Origin Story är ett strategiskt kortspel där du bygger upp din egen superhjältes bakgrund – ett kapitel i taget!</p>
<p>Genom en mix av trick-taking och tableau-building samlar du på dig allierade, prylar och episka förmågor, medan du skapar en berättelse full av rivalitet, kraft och hjärta. Spelet spelas över fem rundor, där varje kapitel formar din hjältes resa mot sitt öde. Vem lyckas bäst med att balansera styrka, kärlek, intelligens och snabbhet?</p>
<ul>
<li>För 1–5 spelare, från 14 år</li>
<li>Speltid ca 45 minuter</li>
<li>Unik blandning av trick-taking och tableau-building</li>
<li>Skapa din hjältes bakgrund och specialförmågor</li>
<li>Designat av Jamey Stegmaier och Pete Wissinger</li>
</ul>","<p>Origin Story is a competitive card game where you craft your own superhero origin through clever card play and evolving abilities.</p>
<p>Over five rounds, each player creates a unique backstory by gaining gadgets, allies, rivalries, and ultimate powers. Use a mix of trick-taking and tableau-building to grow stronger with each chapter. Will your hero rise through brains, speed, love, or strength?</p>
<ul>
<li>For 1–5 players, ages 14+</li>
<li>Approx. 45 minutes playtime</li>
<li>Combines trick-taking with tableau-building</li>
<li>Create your superhero from the ground up</li>
<li>Designed by Jamey Stegmaier &amp; Pete Wissinger</li>
</ul>"
PRODUCT,15554445148508,meta_title,en,,,Origin Story,Origin Story
PRODUCT,15554445148508,meta_description,en,,,Bygg din superhjältes bakgrund i Origin Story – ett strategiskt kortspel med trick-taking och tableau-building för 1–5 spelare.,Craft your superhero origin in this combo of trick-taking and tableau-building! Origin Story offers strategic play for 1–5 players.
PRODUCT,15554445214044,title,en,,,Dragon Shield Standard Sleeves - Clear (100 Sleeves),Dragon Shield Standard Sleeves - Clear (100 Sleeves)
PRODUCT,15554445214044,body_html,en,,,"<p>Skydda dina kort med stil och kvalitet med Dragon Shield Standard Sleeves - Clear (100 Sleeves). Dessa genomskinliga kortfickor är designade för att ge ett robust och hållbart skydd åt dina samlarkort, spelkort och turneringskort. Varje förpackning innehåller 100 sleeves i standardstorlek, vilket gör dem perfekta för spel som Magic: The Gathering, Pokémon, Flesh and Blood och många fler.</p>
<p>Tillverkade med Dragon Shields signaturmaterial, erbjuder dessa sleeves en extra stark konstruktion och en slät yta som gör blandning enkel och smidig. Den klara framsidan låter dina korts konstverk lysa igenom utan att kompromissa med skyddet, medan baksidan är helt transparent och ger ett rent och professionellt intryck.</p>
<p>Perfekta för både turneringsspelare och samlare som vill hålla sina kort i toppskick under lång tid. Sleevesen är syrafria, PVC-fria och tillverkade för att stå emot intensiv användning. Förvara och spela med självförtroende – Dragon Shield är ett av världens mest betrodda namn inom kortskydd.</p>","<p>Protect your cards with confidence using the Dragon Shield Standard Sleeves - Clear (100 Sleeves). These transparent sleeves are designed to offer premium protection for collectible cards, trading card games, and tournament decks. Each box contains 100 standard-sized sleeves, ideal for games like Magic: The Gathering, Pokémon, Flesh and Blood, and more.</p>
<p>Crafted with Dragon Shield’s signature high-quality material, these sleeves offer durability, a smooth shuffle feel, and crystal-clear visibility that showcases your cards' artwork without compromising on defense. Both the front and back are fully transparent, providing a clean and professional look suitable for any competitive or casual play.</p>
<p>Perfect for players and collectors who demand the best in card protection. These sleeves are acid-free, PVC-free, and built to withstand heavy play. Dragon Shield remains one of the most trusted brands in the world of trading card protection.</p>"
